,Unnamed: 0,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,price_m2,month,median_price_m2_by_month_zipcode_condition,status,buy_price,sell_price
2976,2976,5459500100,2014-09-24,680000.0,3,1,2330,9652,1,0,4,1590,740,1968,1900,98040,47.5714,-122.211,758.3423124740987,9,843.5291203394968,not buy,0.0,0.0
2977,2977,3996900125,2014-12-01,230000.0,3,1,1060,10228,1,0,3,1060,0,1948,1900,98155,47.7481,-122.3,242.05318732890103,12,428.41765048543687,buy,230000.0,0.0
2978,2978,3996900295,2014-12-14,358000.0,2,1,1140,8340,1,0,3,1140,0,1948,1900,98155,47.7448,-122.3,462.05179856115103,12,428.41765048543687,not buy,0.0,0.0
2979,2979,1568100076,2014-12-10,345950.0,5,1,1340,11198,1,0,3,1340,0,1934,1900,98155,47.736,-122.295,332.54204322200394,12,428.41765048543687,not buy,0.0,0.0
2980,2980,7738500475,2014-12-12,485000.0,4,3,2820,6611,1,0,3,1410,1410,1958,1900,98155,47.7473,-122.285,789.6747844501589,12,428.41765048543687,not buy,0.0,0.0
2981,2981,1440500020,2014-12-26,350000.0,3,1,1470,8645,1,0,3,1470,0,1949,1900,98155,47.7524,-122.323,435.7894736842105,12,428.41765048543687,not buy,0.0,0.0
2982,2982,7305300500,2014-12-15,290000.0,2,1,1200,8750,1,0,3,1200,0,1948,1900,98155,47.7548,-122.327,356.7497142857143,12,428.41765048543687,not buy,0.0,0.0
2983,2983,5589300585,2014-12-03,325000.0,3,1,1050,9083,1,0,3,1050,0,1951,1900,98155,47.7533,-122.307,385.1480788285809,12,428.41765048543687,not buy,0.0,0.0
2984,2984,4019301300,2014-12-23,472000.0,3,2,2200,21890,1,0,3,1200,1000,1961,1900,98155,47.7584,-122.271,232.0972133394244,12,428.41765048543687,buy,472000.0,0.0
2985,2985,6135300010,2014-12-04,248000.0,2,1,700,8301,1,0,3,700,0,1953,1900,98155,47.7712,-122.323,321.58438742320203,12,428.41765048543687,not buy,0.0,0.0
2986,2986,1829700080,2014-12-12,340000.0,3,1,1450,9586,2,0,3,1450,0,1950,1900,98155,47.7443,-122.326,381.7817650740664,12,428.41765048543687,not buy,0.0,0.0
2987,2987,1115100169,2014-12-03,315000.0,3,1,1900,7076,1,0,3,1130,770,1977,1900,98155,47.7569,-122.326,479.1775014132278,12,428.41765048543687,not buy,0.0,0.0
2988,2988,7305900082,2014-12-30,350000.0,3,1,1490,10344,1,0,3,1490,0,1985,1900,98155,47.7517,-122.326,364.21113689095125,12,428.41765048543687,not buy,0.0,0.0
2989,2989,4027700594,2014-12-22,520000.0,3,1,2310,36665,1,0,3,1580,730,1983,1900,98155,47.7697,-122.274,152.6600300013637,12,428.41765048543687,sell,520000.0,15707933.155048544
2990,2990,4029400140,2014-12-10,409950.0,5,2,1790,10300,1,0,3,1270,520,1961,1900,98155,47.7718,-122.292,428.41765048543687,12,428.41765048543687,not buy,0.0,0.0
2991,2991,3701000060,2014-12-16,880000.0,3,1,3860,9000,1,0,3,1930,1930,1970,1900,98155,47.7431,-122.29,1052.48,12,428.41765048543687,not buy,0.0,0.0
2992,2992,5589300435,2014-12-03,359000.0,4,1,2180,10617,1,0,3,2180,0,1950,1900,98155,47.7522,-122.307,363.9706131675614,12,428.41765048543687,not buy,0.0,0.0
2993,2993,6632900452,2014-12-05,690500.0,4,2,3130,8920,2,0,3,3130,0,2014,1900,98155,47.7397,-122.316,833.2446188340807,12,428.41765048543687,not buy,0.0,0.0
2994,2994,1115100119,2014-12-08,360000.0,4,2,1920,7803,1,0,3,1080,840,1962,1900,98155,47.758,-122.325,496.6089965397923,12,428.41765048543687,not buy,0.0,0.0
2995,2995,6163900952,2014-12-18,357500.0,3,1,1630,9403,1,0,3,1630,0,1983,1900,98155,47.757,-122.316,409.2449218334573,12,428.41765048543687,not buy,0.0,0.0
2996,2996,4030100005,2014-12-09,1800000.0,5,3,4320,39094,2,1,3,4320,0,1938,1900,98155,47.7519,-122.276,495.60546375402873,12,428.41765048543687,not buy,0.0,0.0
2997,2997,2250000010,2014-12-05,294450.0,4,2,1400,7341,1,0,3,1300,100,1961,1900,98155,47.7565,-122.305,431.7476910502656,12,428.41765048543687,not buy,0.0,0.0
2998,2998,5538300460,2014-12-10,465000.0,5,1,1830,9000,1,0,3,1030,800,1955,1900,98155,47.7488,-122.292,556.14,12,428.41765048543687,not buy,0.0,0.0
2999,2999,7979900430,2014-12-03,670000.0,3,2,3340,13805,1,0,3,3340,0,1950,1992,98155,47.744,-122.292,522.4107207533502,12,428.41765048543687,not buy,0.0,0.0
3000,3000,3235100110,2014-12-02,280000.0,3,1,940,7913,1,0,3,940,0,1948,1900,98155,47.7657,-122.321,380.8820927587514,12,428.41765048543687,not buy,0.0,0.0
3001,3001,4022905473,2014-12-05,565000.0,5,3,2560,12480,1,0,3,1590,970,2012,1900,98155,47.7657,-122.284,487.3125,12,428.41765048543687,not buy,0.0,0.0
3002,3002,4027700466,2014-12-19,340500.0,3,1,1770,12458,1,0,3,1770,0,1957,1900,98155,47.7715,-122.27,294.1998715684701,12,428.41765048543687,buy,340500.0,0.0
3003,3003,4024100915,2014-12-31,689000.0,4,2,3250,10000,2,0,3,3250,0,2014,1900,98155,47.7557,-122.309,741.6396,12,428.41765048543687,not buy,0.0,0.0
3004,3004,7549802535,2014-11-11,423000.0,4,2,1970,6480,1,0,5,1130,840,1920,1900,98108,47.5511,-122.312,702.65,11,949.0137038001042,not buy,0.0,0.0
3005,3005,8624700015,2014-11-12,640000.0,4,3,2940,5763,1,0,5,1640,1300,1955,1900,98108,47.5589,-122.295,1195.3774076002082,11,949.0137038001042,not buy,0.0,0.0
3006,3006,3278600320,2014-07-23,465000.0,3,2,2150,4084,2,0,3,2150,0,2007,1900,98126,47.5488,-122.372,1225.5778648383937,7,977.9605499103404,not buy,0.0,0.0
3007,3007,3278600240,2014-07-22,372500.0,2,2,1400,2958,2,0,3,1400,0,2007,1900,98126,47.5496,-122.373,1355.5070993914806,7,977.9605499103404,not buy,0.0,0.0
3008,3008,3278600710,2014-07-14,200000.0,1,1,1010,1157,2,0,3,950,60,2007,1900,98126,47.5492,-122.372,1860.6741573033707,7,977.9605499103404,not buy,0.0,0.0
3009,3009,9269200786,2014-07-22,399950.0,4,1,1850,6125,1,0,3,1110,740,1945,1900,98126,47.5352,-122.37,702.8672326530613,7,977.9605499103404,not buy,0.0,0.0
3010,3010,9285800755,2014-07-14,515000.0,3,2,1540,6100,1,0,3,770,770,1944,2014,98126,47.5696,-122.378,908.7639344262296,7,977.9605499103404,not buy,0.0,0.0
3011,3011,4319200060,2014-07-09,840000.0,3,2,2783,11177,2,0,3,2783,0,1910,1999,98126,47.538,-122.38,808.9612597298022,7,977.9605499103404,not buy,0.0,0.0
3012,3012,4364700875,2014-07-29,237502.0,3,1,980,7560,1,0,3,980,0,1951,1900,98126,47.5256,-122.375,338.1576095238095,7,977.9605499103404,sell,237502.0,7393381.757322174
3013,3013,3278600760,2014-07-29,345000.0,3,2,1360,1489,2,0,3,1360,0,2007,1900,98126,47.549,-122.372,2494.009402283412,7,977.9605499103404,not buy,0.0,0.0
3014,3014,8122100650,2014-07-31,316000.0,2,1,730,5040,1,0,3,730,0,1927,1900,98126,47.5387,-122.374,674.8857142857142,7,977.9605499103404,buy,316000.0,0.0
3015,3015,3277800845,2014-07-11,370000.0,3,1,1170,1105,1,0,3,1170,0,1965,1900,98126,47.5448,-122.375,3604.235294117647,7,977.9605499103404,not buy,0.0,0.0
3016,3016,9269200150,2014-07-15,390000.0,1,1,1440,4920,1,0,3,720,720,1923,1900,98126,47.534,-122.376,853.2439024390244,7,977.9605499103404,not buy,0.0,0.0
3017,3017,7987401010,2014-07-03,633000.0,4,2,2360,10000,1,0,3,1980,380,1977,1900,98126,47.573,-122.374,681.3612,7,977.9605499103404,buy,633000.0,0.0
3018,3018,8122101440,2014-07-08,325000.0,2,1,800,7260,1,0,3,800,0,1953,1900,98126,47.5359,-122.367,481.8595041322314,7,977.9605499103404,sell,325000.0,7099993.592349072
3019,3019,9842300095,2014-07-25,365000.0,5,2,1600,4168,1,0,3,1600,0,1927,1900,98126,47.5297,-122.381,942.6247600767754,7,977.9605499103404,not buy,0.0,0.0
3020,3020,952003340,2014-07-09,380000.0,2,1,780,3910,1,0,3,780,0,1918,1900,98126,47.566,-122.38,1046.1176470588234,7,977.9605499103404,not buy,0.0,0.0
3021,3021,3100500065,2014-07-08,970000.0,5,2,3500,5040,2,0,3,2950,550,1927,2007,98126,47.5527,-122.379,2071.6428571428573,7,977.9605499103404,not buy,0.0,0.0
3022,3022,3278611600,2014-07-14,379900.0,3,2,1800,2791,2,0,3,1800,0,2011,1900,98126,47.5442,-122.371,1465.153565030455,7,977.9605499103404,not buy,0.0,0.0
3023,3023,3278612570,2014-07-24,294000.0,2,2,1380,889,2,0,3,1140,240,2012,1900,98126,47.5441,-122.369,3559.748031496063,7,977.9605499103404,not buy,0.0,0.0
3024,3024,4319200675,2014-07-09,760000.0,4,2,3300,8365,3,0,3,3300,0,2014,1900,98126,47.5363,-122.377,977.9605499103404,7,977.9605499103404,not buy,0.0,0.0
3025,3025,2824079053,2015-01-13,440000.0,3,2,1910,66211,2,0,3,1910,0,1997,1900,98024,47.5385,-121.911,71.53131654860975,1,71.53131654860975,not buy,0.0,0.0
3026,3026,1324079046,2015-01-20,350000.0,3,2,1580,47916,1,0,3,1580,0,1979,1900,98024,47.5583,-121.852,78.62509391435012,1,71.53131654860975,not buy,0.0,0.0
3027,3027,2124079093,2015-01-12,835000.0,2,3,3570,392475,1,0,3,2370,1200,1998,1900,98024,47.5448,-121.93,22.900668832409707,1,71.53131654860975,sell,835000.0,28074253.462415613
3028,3028,2724079090,2015-01-05,1650000.0,4,3,3920,881654,3,0,3,3920,0,2002,1900,98024,47.5385,-121.896,20.14463723864464,1,71.53131654860975,sell,1650000.0,63065871.36034798
3029,3029,318900120,2015-01-23,495000.0,4,2,2370,15336,2,0,3,2370,0,1995,1900,98024,47.5633,-121.901,347.42957746478874,1,71.53131654860975,not buy,0.0,0.0
3030,3030,1222069094,2014-10-14,385000.0,3,1,1350,155073,1,0,4,1350,0,1969,1900,98038,47.4058,-121.994,26.723801048538427,10,192.91569420560748,sell,385000.0,29916015.44754617
3031,3031,2322069114,2014-10-10,287653.0,3,1,1050,16050,1,0,4,1050,0,1960,1981,98038,47.3841,-122.006,192.91569420560748,10,192.91569420560748,not buy,0.0,0.0
3032,3032,6399600115,2014-10-15,279000.0,3,1,1280,16738,1,0,4,1280,0,1932,1900,98038,47.3895,-122.023,179.42143625283785,10,192.91569420560748,not buy,0.0,0.0
3033,3033,4127000095,2014-10-29,653000.0,3,2,2680,8429,1,0,4,1880,800,1950,1991,98038,47.372,-122.036,833.8939375963934,10,192.91569420560748,not buy,0.0,0.0
3034,3034,722079056,2014-10-06,352500.0,4,2,2300,219106,1,0,4,1840,460,1958,1900,98038,47.4044,-121.963,17.31723458052267,10,192.91569420560748,sell,352500.0,42268986.094613835
3035,3035,1722069052,2014-10-24,565000.0,5,2,4320,107157,1,0,4,2160,2160,1967,1900,98038,47.4009,-122.059,56.75466838377334,10,192.91569420560748,sell,565000.0,20672267.04399028
3036,3036,1545807810,2014-10-21,118000.0,1,1,670,7957,1,0,4,670,0,1978,1900,98038,47.3594,-122.056,159.62699509865527,10,192.91569420560748,not buy,0.0,0.0
3037,3037,2025701360,2014-10-14,260000.0,3,2,1510,6095,2,0,4,1510,0,1991,1900,98038,47.3498,-122.037,459.1698113207547,10,192.91569420560748,not buy,0.0,0.0
3038,3038,2525310320,2014-10-28,290000.0,3,1,1590,13500,1,0,4,1090,500,1980,1900,98038,47.3621,-122.031,231.22666666666663,10,192.91569420560748,not buy,0.0,0.0
3039,3039,1545807920,2014-10-15,245000.0,3,1,1260,8614,1,0,4,1260,0,1985,1900,98038,47.3586,-122.056,306.150452751335,10,192.91569420560748,not buy,0.0,0.0
3040,3040,2310000440,2014-10-27,279950.0,3,2,1340,7202,2,0,4,1340,0,1989,1900,98038,47.3563,-122.039,418.4090252707581,10,192.91569420560748,not buy,0.0,0.0
3041,3041,3542300060,2015-03-11,210000.0,3,1,860,11725,1,0,4,860,0,1943,1900,98056,47.5093,-122.184,192.78805970149253,3,448.5,sell,210000.0,5258662.5
3042,3042,2296500036,2015-03-10,450000.0,4,2,2980,13260,1,0,4,1800,1180,1979,1900,98056,47.5152,-122.197,365.2941176470589,3,448.5,not buy,0.0,0.0
3043,3043,3205200640,2015-03-30,427200.0,3,1,1030,8400,1,0,4,1030,0,1963,1900,98056,47.5364,-122.173,547.4262857142857,3,448.5,not buy,0.0,0.0
3044,3044,421000430,2015-03-31,225000.0,3,1,960,5512,1,0,4,960,0,1963,1900,98056,47.4944,-122.165,439.3867924528302,3,448.5,not buy,0.0,0.0
3045,3045,3343901188,2015-03-23,300000.0,3,1,1320,7200,1,0,4,1320,0,1959,1900,98056,47.5048,-122.19,448.5,3,448.5,not buy,0.0,0.0
3046,3046,2064800830,2015-03-20,450000.0,3,2,1740,9488,1,0,4,1180,560,1977,1900,98056,47.5339,-122.174,510.5185497470489,3,448.5,not buy,0.0,0.0
3047,3047,2457200120,2015-03-03,359000.0,3,2,3085,7280,1,0,4,1560,1525,1959,1900,98056,47.4956,-122.181,530.8071428571428,3,448.5,not buy,0.0,0.0
3048,3048,3204800150,2015-03-20,470000.0,3,3,2070,11658,1,0,4,1370,700,1977,1900,98056,47.537,-122.178,433.9577972207926,3,448.5,not buy,0.0,0.0
3049,3049,1332700030,2015-03-12,293000.0,2,2,1610,1968,2,0,4,1610,0,1979,1900,98056,47.5184,-122.196,1602.5670731707316,3,448.5,not buy,0.0,0.0
3050,3050,2222059065,2014-11-12,297000.0,3,2,1940,14952,2,0,3,1940,0,1994,1900,98042,47.3777,-122.165,213.81139646869983,11,404.3052455823013,buy,297000.0,0.0
3051,3051,1796380960,2014-11-26,223000.0,3,2,1670,6824,1,0,3,1300,370,1990,1900,98042,47.3666,-122.084,351.7543962485346,11,404.3052455823013,not buy,0.0,0.0
3052,3052,7843500070,2014-11-18,308000.0,4,2,1960,12243,2,0,3,1960,0,1989,1900,98042,47.3405,-122.058,270.79245283018867,11,404.3052455823013,buy,308000.0,0.0
3053,3053,5466400550,2014-11-13,210000.0,3,1,1260,6223,1,0,3,820,440,1983,1900,98042,47.3574,-122.158,363.2395950506187,11,404.3052455823013,not buy,0.0,0.0
3054,3054,121059147,2014-11-04,392000.0,4,2,2300,41167,2,0,3,2300,0,1988,1900,98042,47.3412,-122.108,102.4968542764836,11,404.3052455823013,sell,392000.0,16644034.044886598
3055,3055,2212901130,2014-11-03,210000.0,3,1,1230,12201,1,0,3,1230,0,1969,1900,98042,47.3285,-122.134,185.2667814113597,11,404.3052455823013,sell,210000.0,4932928.3013496585
3056,3056,7140700300,2014-11-19,312000.0,3,2,2280,6386,2,0,3,2280,0,2008,1900,98042,47.3861,-122.096,525.8953961791419,11,404.3052455823013,not buy,0.0,0.0
3057,3057,4397010300,2014-11-13,440000.0,4,2,3080,10646,2,0,3,3080,0,1993,1900,98042,47.3828,-122.148,444.8769490888597,11,404.3052455823013,not buy,0.0,0.0
3058,3058,2329800330,2014-11-14,269950.0,3,2,1610,7187,2,0,3,1610,0,1988,1900,98042,47.3764,-122.117,404.3052455823013,11,404.3052455823013,not buy,0.0,0.0
3059,3059,2569500210,2014-11-17,339950.0,0,2,2290,8319,2,0,3,2290,0,1985,1900,98042,47.3473,-122.151,439.8631806707537,11,404.3052455823013,not buy,0.0,0.0
3060,3060,7569450090,2014-11-21,298000.0,4,2,2420,3825,2,0,3,2420,0,2003,1900,98042,47.3687,-122.126,838.6070588235294,11,404.3052455823013,not buy,0.0,0.0
3061,3061,8651411260,2014-11-13,128000.0,2,1,980,5393,1,0,3,980,0,1969,1900,98042,47.3674,-122.081,255.4778416465789,11,404.3052455823013,buy,128000.0,0.0
3062,3062,8648100030,2014-11-13,276000.0,3,2,1450,8928,1,0,3,1450,0,1998,1900,98042,47.3637,-122.075,332.758064516129,11,404.3052455823013,not buy,0.0,0.0
3063,3063,1843130530,2014-11-25,279000.0,3,2,1640,5650,1,0,3,1640,0,2003,1900,98042,47.3736,-122.13,531.53203539823,11,404.3052455823013,not buy,0.0,0.0
3064,3064,2621750280,2014-11-10,369950.0,4,2,2760,7533,1,0,3,1400,1360,1997,1900,98042,47.371,-122.108,528.6262843488649,11,404.3052455823013,not buy,0.0,0.0
3065,3065,7885800290,2014-11-03,337000.0,4,2,3200,5772,2,0,3,3200,0,2003,1900,98042,47.3486,-122.153,628.4594594594595,11,404.3052455823013,not buy,0.0,0.0
3066,3066,193300120,2014-11-26,192000.0,3,1,1240,10361,1,0,3,1240,0,1987,1900,98042,47.37,-122.151,199.46800501882052,11,404.3052455823013,sell,192000.0,4189006.649478224
3067,3067,7237301210,2014-11-18,266490.0,3,2,1810,4113,2,0,3,1810,0,2004,1900,98042,47.3715,-122.126,697.4224070021882,11,404.3052455823013,not buy,0.0,0.0
3068,3068,4051150080,2014-11-17,279500.0,4,2,1613,4338,2,0,3,1613,0,2009,1900,98042,47.3859,-122.162,693.5311203319502,11,404.3052455823013,not buy,0.0,0.0
3069,3069,7551300060,2014-07-16,470000.0,3,1,1010,5000,1,0,3,1010,0,1952,1900,98107,47.675,-122.394,1011.816,7,3777.913043478261,sell,470000.0,18889565.217391305
3070,3070,2767604247,2014-07-11,467000.0,2,2,1140,1181,3,0,3,1140,0,2007,1900,98107,47.6713,-122.383,4256.382726502964,7,3777.913043478261,not buy,0.0,0.0
3071,3071,7550800195,2014-07-30,535000.0,4,1,1580,5000,1,0,3,1390,190,1945,1900,98107,47.6735,-122.393,1151.748,7,3777.913043478261,sell,535000.0,18889565.217391305
3072,3072,1324300380,2014-07-16,550000.0,3,1,1600,5000,1,0,3,1110,490,1947,1900,98107,47.655,-122.358,1184.04,7,3777.913043478261,sell,550000.0,18889565.217391305
3073,3073,2767603649,2014-07-30,520000.0,3,2,1210,1250,3,0,3,1210,0,2014,1900,98107,47.6722,-122.384,4477.824,7,3777.913043478261,not buy,0.0,0.0
3074,3074,2767601280,2014-07-22,848750.0,6,3,3160,5000,2,0,3,3160,0,1989,1900,98107,47.6748,-122.384,1827.189,7,3777.913043478261,sell,848750.0,18889565.217391305
3075,3075,2767704860,2014-07-28,650000.0,3,1,1550,5000,1,0,3,1250,300,1911,2011,98107,47.6722,-122.372,1399.32,7,3777.913043478261,sell,650000.0,18889565.217391305
3076,3076,475000004,2014-07-07,536000.0,2,1,1130,746,2,0,3,1030,100,2009,1900,98107,47.6684,-122.363,7733.919571045576,7,3777.913043478261,not buy,0.0,0.0
3077,3077,8133700020,2014-07-02,496000.0,2,1,900,9260,1,0,3,900,0,1946,1900,98107,47.6695,-122.36,576.5598272138229,7,3777.913043478261,sell,496000.0,34983474.782608695
3078,3078,2769600190,2014-07-15,630000.0,5,2,1900,5000,1,0,3,1720,180,1957,1900,98107,47.6735,-122.362,1356.264,7,3777.913043478261,sell,630000.0,18889565.217391305
3079,3079,8673400190,2014-07-23,557000.0,3,2,1630,1587,3,0,3,1630,0,2004,1900,98107,47.6693,-122.393,3777.913043478261,7,3777.913043478261,not buy,0.0,0.0
3080,3080,2767604558,2014-07-21,512000.0,2,2,1170,1313,3,0,3,1170,0,2007,1900,98107,47.6712,-122.378,4197.3861386138615,7,3777.913043478261,not buy,0.0,0.0
3081,3081,2767600673,2014-07-01,460000.0,3,2,1450,1053,2,0,3,940,510,2008,1900,98107,47.6754,-122.374,4702.222222222223,7,3777.913043478261,not buy,0.0,0.0
3082,3082,2767601752,2014-07-07,510000.0,3,2,1420,1237,3,0,3,1420,0,2014,1900,98107,47.674,-122.387,4437.8658043654,7,3777.913043478261,not buy,0.0,0.0
3083,3083,2768200213,2014-07-24,529000.0,2,2,1320,1395,2,0,3,990,330,2014,1900,98107,47.6689,-122.362,4081.832258064516,7,3777.913043478261,not buy,0.0,0.0
3084,3084,100600550,2014-08-04,226500.0,3,1,1300,7370,1,0,4,900,400,1976,1900,98023,47.3025,-122.37,330.8067842605156,8,302.0352532824063,not buy,0.0,0.0
3085,3085,5029450160,2014-08-15,222000.0,3,2,1440,7187,1,0,4,970,470,1981,1900,98023,47.291,-122.368,332.4903297620704,8,302.0352532824063,not buy,0.0,0.0
3086,3086,8732131200,2014-08-08,258000.0,3,1,2270,9000,1,0,4,1330,940,1978,1900,98023,47.3077,-122.381,308.568,8,302.0352532824063,not buy,0.0,0.0
3087,3087,8945300200,2014-08-15,207500.0,3,1,1170,8816,1,0,4,1170,0,1966,1900,98023,47.3059,-122.368,253.34959165154265,8,302.0352532824063,not buy,0.0,0.0
3088,3088,1099610260,2014-08-26,212000.0,4,1,1250,12705,1,0,4,1250,0,1971,1900,98023,47.302,-122.382,179.61180637544274,8,302.0352532824063,buy,212000.0,0.0
3089,3089,8731982840,2014-08-26,414000.0,4,2,3490,9030,1,0,4,3490,0,1969,1900,98023,47.3198,-122.386,493.4990033222591,8,302.0352532824063,not buy,0.0,0.0
3090,3090,4168000110,2014-08-26,207000.0,3,1,1080,10200,1,0,4,1080,0,1962,1900,98023,47.3215,-122.351,218.4458823529412,8,302.0352532824063,not buy,0.0,0.0
3091,3091,2180001080,2014-08-19,277500.0,3,2,1260,22100,2,0,4,1260,0,1981,1900,98023,47.2772,-122.354,135.15882352941176,8,302.0352532824063,sell,277500.0,6674979.0975411795
3092,3092,8731990090,2014-08-20,560000.0,4,2,2930,22000,1,0,4,1580,1350,1978,1900,98023,47.3227,-122.384,273.9927272727273,8,302.0352532824063,not buy,0.0,0.0
3093,3093,1221039156,2014-08-15,275000.0,4,2,2180,11132,1,0,4,1620,560,1978,1900,98023,47.3187,-122.367,265.90909090909093,8,302.0352532824063,not buy,0.0,0.0
3094,3094,8732030080,2014-08-18,230000.0,3,1,1450,8378,1,0,4,1450,0,1978,1900,98023,47.3093,-122.385,295.5025065648126,8,302.0352532824063,not buy,0.0,0.0
3095,3095,8731981500,2014-08-18,355000.0,4,1,2160,8000,1,0,4,1660,500,1976,1900,98023,47.3165,-122.382,477.6525,8,302.0352532824063,not buy,0.0,0.0
3096,3096,8945300090,2014-08-11,205950.0,3,1,1490,8239,1,0,4,1490,0,1963,1900,98023,47.306,-122.37,269.0673382692074,8,302.0352532824063,not buy,0.0,0.0
3097,3097,8731982250,2014-08-12,268500.0,4,1,1670,8000,1,0,4,1670,0,1974,1900,98023,47.3193,-122.383,361.26675,8,302.0352532824063,not buy,0.0,0.0
3098,3098,6386700110,2014-08-05,245000.0,3,2,1850,8208,1,0,4,1180,670,1970,1900,98023,47.3109,-122.362,321.2938596491228,8,302.0352532824063,not buy,0.0,0.0
3099,3099,109200390,2014-08-20,245000.0,3,1,1480,3900,1,0,4,1480,0,1980,1900,98023,47.2977,-122.367,676.2,8,302.0352532824063,not buy,0.0,0.0
3100,3100,121039038,2014-08-19,169000.0,3,1,1470,18459,2,0,4,1470,0,1916,1900,98023,47.3302,-122.36,98.54900048756704,8,302.0352532824063,sell,169000.0,5575268.740339938
3101,3101,2944500330,2014-08-25,330000.0,4,2,2510,8580,2,0,4,2510,0,1991,2012,98023,47.295,-122.37,414.0,8,302.0352532824063,not buy,0.0,0.0
3102,3102,3211100860,2015-03-03,274250.0,3,1,910,8450,1,0,4,910,0,1962,1900,98059,47.4787,-122.158,349.3523076923077,3,345.98571428571427,not buy,0.0,0.0
3103,3103,7695500200,2015-03-23,505000.0,3,2,2100,17882,2,0,4,2100,0,1985,1900,98059,47.4754,-122.119,303.9827759758416,3,345.98571428571427,not buy,0.0,0.0
3104,3104,2787720300,2015-03-19,410000.0,3,1,1880,8424,1,0,4,1380,500,1977,1900,98059,47.5116,-122.161,523.8888888888889,3,345.98571428571427,not buy,0.0,0.0
3105,3105,5127000670,2015-03-18,314000.0,3,1,1620,9600,1,0,4,1620,0,1966,1900,98059,47.4749,-122.155,352.0725,3,345.98571428571427,not buy,0.0,0.0
3106,3106,123059046,2015-03-26,471000.0,4,2,3410,57063,2,0,4,2410,1000,1978,1900,98059,47.505,-122.11,88.84643288996372,3,345.98571428571427,sell,471000.0,19742982.814285714
3107,3107,1023059190,2015-03-24,210000.0,3,1,1160,10125,1,0,4,1160,0,1959,1900,98059,47.4919,-122.151,223.25333333333333,3,345.98571428571427,buy,210000.0,0.0
3108,3108,1081200070,2015-03-23,405000.0,3,2,2460,12600,1,0,4,1810,650,1970,1900,98059,47.473,-122.118,345.98571428571427,3,345.98571428571427,not buy,0.0,0.0
3109,3109,5127100210,2015-03-25,360000.0,6,2,2210,9870,2,0,4,2210,0,1969,1995,98059,47.4751,-122.145,392.6079027355623,3,345.98571428571427,not buy,0.0,0.0
3110,3110,5095600360,2015-03-12,329950.0,3,1,1360,13320,1,0,4,1360,0,1985,1900,98059,47.4625,-122.069,266.63527027027027,3,345.98571428571427,not buy,0.0,0.0
3111,3111,5104200420,2015-03-16,320000.0,3,1,1490,10132,1,0,4,1490,0,1969,1900,98059,47.4779,-122.145,339.96052112120014,3,345.98571428571427,not buy,0.0,0.0
3112,3112,5104200470,2015-03-25,436000.0,5,3,2720,9856,2,0,4,2720,0,1969,1900,98059,47.4778,-122.146,476.1672077922078,3,345.98571428571427,not buy,0.0,0.0
3113,3113,1471701410,2015-03-31,347950.0,5,2,1700,13500,1,0,4,1700,0,1962,1900,98059,47.4611,-122.067,277.4321333333333,3,345.98571428571427,not buy,0.0,0.0
3114,3114,3449000010,2015-03-12,294570.0,3,1,1140,8400,1,0,4,1140,0,1960,1900,98059,47.5022,-122.144,377.4704142857143,3,345.98571428571427,not buy,0.0,0.0
3115,3115,3456000310,2014-08-04,840000.0,4,1,2480,11010,1,0,4,1630,850,1966,1900,98040,47.5378,-122.219,821.2316076294278,8,905.625,not buy,0.0,0.0
3116,3116,8651100140,2014-08-05,1220000.0,4,2,3200,15367,2,0,4,3200,0,1962,1900,98040,47.5494,-122.216,854.5636754083425,8,905.625,not buy,0.0,0.0
3117,3117,5459500125,2014-08-05,1000000.0,6,2,3600,9675,1,0,4,1940,1660,1977,1900,98040,47.5726,-122.213,1112.5581395348838,8,905.625,not buy,0.0,0.0
3118,3118,1574100025,2014-08-07,525000.0,4,1,1170,6240,1,0,4,1170,0,1960,1900,98040,47.5495,-122.232,905.625,8,905.625,not buy,0.0,0.0
3119,3119,7598100735,2014-08-29,769000.0,4,2,3630,15405,1,0,4,1850,1780,1968,1900,98040,47.566,-122.225,537.3265822784809,8,905.625,buy,769000.0,0.0
3120,3120,5021900050,2014-08-18,832500.0,3,2,1870,9527,1,0,4,1870,0,1951,1997,98040,47.5777,-122.224,940.5930513278053,8,905.625,not buy,0.0,0.0
3121,3121,4131900066,2014-08-25,3100000.0,3,3,3920,13085,2,1,4,3920,0,1996,1900,98040,47.5716,-122.204,2550.1260985861672,8,905.625,not buy,0.0,0.0
3122,3122,4141010110,2014-08-08,1700000.0,4,3,4330,15335,2,0,4,3230,1100,1988,1900,98040,47.5315,-122.231,1193.2702967068797,8,905.625,not buy,0.0,0.0
3123,3123,4351300978,2014-08-26,787888.0,4,2,2580,21115,2,0,4,2580,0,1977,1900,98040,47.5566,-122.219,401.6493692635567,8,905.625,sell,787888.0,19122271.875
3124,3124,2162000260,2014-08-27,699000.0,3,2,2740,18455,2,0,4,1510,1230,1977,1900,98040,47.5585,-122.215,407.69634245461936,8,905.625,sell,699000.0,16713309.375
3125,3125,7511000140,2014-08-08,994000.0,4,2,3470,20445,2,0,4,3470,0,1963,1900,98040,47.547,-122.219,523.3267791636097,8,905.625,buy,994000.0,0.0
